date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:08	86320/86320	---M--	200	added ('OK')	application/octet-stream	etag:%225d59d6da-15130%22	https://tapmybio.com/assets/CircularStd-Black-96d9e38bfbd27016952f4315204f42c72507ccbf8aa7b9e3280e4aeeff12f891.ttf	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Black-96d9e38bfbd27016952f4315204f42c72507ccbf8aa7b9e3280e4aeeff12f891.ttf	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:08	86602/86602	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d59d6e6-1524a%22	https://tapmybio.com/assets/CircularStd-Bold-0ad0c91a7613f2c82f4dbcc256903e45dfc05aafa230b52bf83a6b5eb428fac0.eot	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Bold-0ad0c91a7613f2c82f4dbcc256903e45dfc05aafa230b52bf83a6b5eb428fac0.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:08	86602/86602	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225db9c3b5-1524a%22	https://tapmybio.com/assets/CircularStd-Bold-0ad0c91a7613f2c82f4dbcc256903e45dfc05aafa230b52bf83a6b5eb428fac0.eot?	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Bold-0ad0c91a7613f2c82f4dbcc256903e45dfc05aafa230b52bf83a6b5eb428fac0d41d.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:09	38952/38952	---M--	200	added ('OK')	application/font-woff	etag:%225db9c3b5-9828%22	https://tapmybio.com/assets/CircularStd-Bold-92ca08f823f0532f88de3f19c0132e4faddd5a8323d8c50f4de5a0bc2baeb632.woff	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Bold-92ca08f823f0532f88de3f19c0132e4faddd5a8323d8c50f4de5a0bc2baeb632.woff	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:10	86372/86372	---M--	200	added ('OK')	application/octet-stream	etag:%225db9c3b5-15164%22	https://tapmybio.com/assets/CircularStd-Bold-93ee61fce9687b4aae3445a3f9eb2ec3b92a78284c2818f3e2d7a349f6bf9e66.ttf	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Bold-93ee61fce9687b4aae3445a3f9eb2ec3b92a78284c2818f3e2d7a349f6bf9e66.ttf	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:10	83094/83094	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Apr%202020%2018:19:08%20GMT	https://tapmybio.com/assets/CircularStd-Book.eot	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Book.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:11	83094/83094	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d59d6da-14496%22	https://tapmybio.com/assets/CircularStd-Book-61b9c2c5c5a672d098b3e185a81a71fa81964285c8cca562ab5079be799ba5e1.eot?	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Book-61b9c2c5c5a672d098b3e185a81a71fa81964285c8cca562ab5079be799ba5e1d41d.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:11	34468/34468	---M--	200	added ('OK')	application/font-woff	etag:%225d59d6e6-86a4%22	https://tapmybio.com/assets/CircularStd-Book-e90c56b02db502c572a61153bc665f9acc46877de82482f95c5279456176da38.woff	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Book-e90c56b02db502c572a61153bc665f9acc46877de82482f95c5279456176da38.woff	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:12	82864/82864	---M--	200	added ('OK')	application/octet-stream	etag:%225d59d6da-143b0%22	https://tapmybio.com/assets/CircularStd-Book-15643775f3fd7739632a51194e7d80f9a51106de2b04c9ac58defd1004b57962.ttf	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Book-15643775f3fd7739632a51194e7d80f9a51106de2b04c9ac58defd1004b57962.ttf	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:12	86694/86694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225d59d6da-152a6%22	https://tapmybio.com/assets/CircularStd-Medium-4c7123a9e9f7c7569217e46cad8ce5530b4da818e85a55c8316dcb35bf0c3a6b.eot	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Medium-4c7123a9e9f7c7569217e46cad8ce5530b4da818e85a55c8316dcb35bf0c3a6b.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:12	86694/86694	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225db9c3b5-152a6%22	https://tapmybio.com/assets/CircularStd-Medium-4c7123a9e9f7c7569217e46cad8ce5530b4da818e85a55c8316dcb35bf0c3a6b.eot?	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Medium-4c7123a9e9f7c7569217e46cad8ce5530b4da818e85a55c8316dcb35bf0c3a6bd41d.eot	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:12	38536/38536	---M--	200	added ('OK')	application/font-woff	etag:%225d59d6e6-9688%22	https://tapmybio.com/assets/CircularStd-Medium-7aa8b6bd44b17ccc009080ecb28f588dfc1aeb40104ce32c04fe62d498e57f58.woff	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Medium-7aa8b6bd44b17ccc009080ecb28f588dfc1aeb40104ce32c04fe62d498e57f58.woff	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:12	86456/86456	---M--	200	added ('OK')	application/octet-stream	etag:%225d59d6da-151b8%22	https://tapmybio.com/assets/CircularStd-Medium-8f685c422c64a455c9278d9fc34d9e995c7eff629e99458cd285ee455ef69e27.ttf	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/CircularStd-Medium-8f685c422c64a455c9278d9fc34d9e995c7eff629e99458cd285ee455ef69e27.ttf	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:13	45164/45164	---M--	200	added ('OK')	application/octet-stream	etag:%225db9c3b5-b06c%22	https://tapmybio.com/assets/Gilroy-Medium-8bf112aadbd4cd79edd66b5e5d19c30441d8ddf3dd9674dbe168f5bf13c92aa9.woff2	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/Gilroy-Medium-8bf112aadbd4cd79edd66b5e5d19c30441d8ddf3dd9674dbe168f5bf13c92aa9.woff2	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
13:19:13	66360/66360	---M--	200	added ('OK')	application/font-woff	etag:%225d59d6da-10338%22	https://tapmybio.com/assets/Gilroy-Medium-20170dc8088fce75b925f1e820b51570986850fcb3588a636d26e89d5bc3983b.woff	C:/My%20Web%20Sites/dahyn/tapmybio.com/assets/Gilroy-Medium-20170dc8088fce75b925f1e820b51570986850fcb3588a636d26e89d5bc3983b.woff	(from https://tapmybio.com/assets/application-23c898007eff7b346dc8ef4c8d703e549a796a17dd29c65d060b42e07246e57d.css)
